"GameName","AchievementName","AchievementPageURL","Gamerscore","TAScore","TARatio","DLCName","Unachieveable",
"Call of Duty","MW3 - Death Row","https://www.trueachievements.com/a411801/mw3--death-row-achievement","15","25","1.66","Call of Duty: Modern Warfare III","",
"Fortnite","Can You Feel that Shield Power?","https://www.trueachievements.com/a236833/can-you-feel-that-shield-power-achievement","20","33","1.66","Save the World","",
"NBA 2K21 (Xbox One)","And The Award Goes To","https://www.trueachievements.com/a308340/and-the-award-goes-to-achievement","15","25","1.66","","True",
"LEGO Batman 3: Beyond Gotham","If Mr. J could only see me now!","https://www.trueachievements.com/a198225/if-mr-j-could-only-see-me-now-achievement","10","16","1.66","The Squad Pack","",
"Assassin's Creed Syndicate","Wonder of the Age","https://www.trueachievements.com/a207547/wonder-of-the-age-achievement","20","33","1.66","","",
"HITMAN 2","Guerrilla Warfare","https://www.trueachievements.com/a263326/guerrilla-warfare-achievement","15","25","1.66","HITMAN Legacy: Colorado","",
"Injustice: Gods Among Us","Cosplay","https://www.trueachievements.com/a175672/cosplay-achievement","5","8","1.67","","",
"For Honor","Duelist","https://www.trueachievements.com/a229443/duelist-achievement","10","16","1.67","","",
"Jurassic World Evolution","Fill in the holes and complete the code","https://www.trueachievements.com/a253995/fill-in-the-holes-and-complete-the-code-achievement","15","25","1.67","","",
"Halo: The Master Chief Collection","Refuge","https://www.trueachievements.com/a193323/refuge-achievement","10","16","1.67","","",
"Dead Space 2","...And Stay Down","https://www.trueachievements.com/a78564/and-stay-down-achievement","10","16","1.67","","",
"LEGO Marvel Super Heroes 2","In the Light of Darkness","https://www.trueachievements.com/a249405/in-the-light-of-darkness-achievement","10","16","1.67","Cloak And Dagger Character and Level Pack","",
"King's Quest","Graham the Basilisk","https://www.trueachievements.com/a203105/graham-the-basilisk-achievement","55","92","1.67","","",
"Mirror's Edge Catalyst","Payback","https://www.trueachievements.com/a216699/payback-achievement","15","25","1.67","","",
"LEGO Marvel Super Heroes 2","I did it because I wanted to","https://www.trueachievements.com/a245886/i-did-it-because-i-wanted-to-achievement","10","16","1.67","Marvel's Guardians of the Galaxy: Vol. 2 Movie Level Pack","",
"Red Dead Redemption 2","Getting Started","https://www.trueachievements.com/a262374/getting-started-achievement","10","16","1.67","","",
"Halo: The Master Chief Collection","Sacred Icon","https://www.trueachievements.com/a193219/sacred-icon-achievement","10","16","1.67","","",
"Yes, Your Grace","The pay's too short.","https://www.trueachievements.com/a299243/the-pays-too-short-achievement","5","8","1.67","","",
"Monster Hunter: World","First Ride","https://www.trueachievements.com/a282236/first-ride-achievement","5","8","1.67","Iceborne","",
"Halo: The Master Chief Collection","I Didn't Train To Be A Pilot","https://www.trueachievements.com/a288640/i-didnt-train-to-be-a-pilot-achievement","10","16","1.67","Halo Reach: Campaign","",
"Mirror's Edge Catalyst","Elegant Flight","https://www.trueachievements.com/a216723/elegant-flight-achievement","15","25","1.67","","",
"Cities: Skylines","City Planner","https://www.trueachievements.com/a232931/city-planner-achievement","5","8","1.67","","",
"Battlefield 1","Nothing is Written","https://www.trueachievements.com/a224182/nothing-is-written-achievement","10","16","1.67","","",
"Assassin's Creed Syndicate","Put the fear of you into them","https://www.trueachievements.com/a210160/put-the-fear-of-you-into-them-achievement","25","42","1.68","Jack The Ripper","",
"LEGO Marvel Super Heroes 2","Bicentennial Battles","https://www.trueachievements.com/a244155/bicentennial-battles-achievement","10","16","1.68","","",
"Monster Hunter: World","An Inquisitive Mind","https://www.trueachievements.com/a246989/an-inquisitive-mind-achievement","15","25","1.68","","",
"Batman: Arkham Knight","Angel in the Dark","https://www.trueachievements.com/a201890/angel-in-the-dark-achievement","20","33","1.68","","",
"King's Quest","Dancing Dead","https://www.trueachievements.com/a225038/dancing-dead-achievement","30","50","1.68","Chapter 5: The Good Knight","",
"Battlefield 1","Assault Enlistment","https://www.trueachievements.com/a224174/assault-enlistment-achievement","80","134","1.68","","",
"Forza Horizon 5","Shaken not Third","https://www.trueachievements.com/a364988/shaken-not-third-achievement","10","16","1.68","Hot Wheels","",
"LEGO Batman 3: Beyond Gotham","Batman Gone Bad","https://www.trueachievements.com/a195195/batman-gone-bad-achievement","10","16","1.68","Batman 75th Pack","",
"The Elder Scrolls Online","First Blood","https://www.trueachievements.com/a217656/first-blood-achievement","20","33","1.68","The Dark Brotherhood","",
"Forza Horizon 5","Attracted to Victory","https://www.trueachievements.com/a364989/attracted-to-victory-achievement","10","16","1.68","Hot Wheels","",
"Gears 5","The Spirit Walk","https://www.trueachievements.com/a317905/the-spirit-walk-achievement","5","8","1.68","Hivebusters","",
"Batman: Arkham Knight","A Courtship of Razors","https://www.trueachievements.com/a203326/a-courtship-of-razors-achievement","50","84","1.68","A Matter of Family","",
"Brawlhalla","Just Getting Started","https://www.trueachievements.com/a262846/just-getting-started-achievement","15","25","1.68","","",
"King's Quest","Treasure Trolled","https://www.trueachievements.com/a225033/treasure-trolled-achievement","20","33","1.68","Chapter 5: The Good Knight","",
"Call of Duty: Black Ops 4","Special Issue Equipment","https://www.trueachievements.com/a261526/special-issue-equipment-achievement","15","25","1.68","","",
"Gears 5","Face the Creature","https://www.trueachievements.com/a317906/face-the-creature-achievement","5","8","1.68","Hivebusters","",
"LEGO Batman 3: Beyond Gotham","I will find him!","https://www.trueachievements.com/a195190/i-will-find-him-achievement","10","16","1.68","Man of Steel Pack","",
"Fortnite","Launch the Rocket","https://www.trueachievements.com/a236834/launch-the-rocket-achievement","20","33","1.68","Save the World","",
"Gears of War 4","Custom Made","https://www.trueachievements.com/a223542/custom-made-achievement","5","8","1.69","","",
"LEGO Marvel Super Heroes 2","We are Groot","https://www.trueachievements.com/a244157/we-are-groot-achievement","10","16","1.69","","",
"LEGO Dimensions","The Real Golden Master!","https://www.trueachievements.com/a207775/the-real-golden-master-achievement","25","42","1.69","","",
"Halo: The Master Chief Collection","Rookie","https://www.trueachievements.com/a201855/rookie-achievement","10","16","1.69","Halo 3: ODST","",
"Forza Horizon 2","Horizon Champion","https://www.trueachievements.com/a190126/horizon-champion-achievement","50","84","1.69","","",
"Halo: The Master Chief Collection","Hunters Hunted","https://www.trueachievements.com/a193106/hunters-hunted-achievement","5","8","1.69","","",
"FIFA 16","Molded to perfection","https://www.trueachievements.com/a206476/molded-to-perfection-achievement","15","25","1.69","","True",
"Forza Horizon 2","Ready to Bounce","https://www.trueachievements.com/a196368/ready-to-bounce-achievement","10","16","1.69","Storm Island","",
"Batman: Arkham Knight","Rough Justice","https://www.trueachievements.com/a207737/rough-justice-achievement","30","50","1.69","GCPD Lockdown","",
"Gears 5","The Awakening","https://www.trueachievements.com/a317907/the-awakening-achievement","5","8","1.69","Hivebusters","",
"Dead Space 2","Lawnmower Man","https://www.trueachievements.com/a78584/lawnmower-man-achievement","10","17","1.7","","",
"Knockout City","High Score","https://www.trueachievements.com/a328206/high-score-achievement","10","17","1.7","","True",
"Just Dance: Disney Party 2","I am perfect like I am","https://www.trueachievements.com/a209258/i-am-perfect-like-i-am-achievement","20","34","1.7","","",
"PUBG: Battlegrounds","Winner Winner Chicken Dinner!","https://www.trueachievements.com/a259150/winner-winner-chicken-dinner-achievement","55","93","1.7","","True",
"Halo: The Master Chief Collection","Quarantine Zone","https://www.trueachievements.com/a193220/quarantine-zone-achievement","10","17","1.7","","",
"Battlefield 1","Scout Enlistment","https://www.trueachievements.com/a224161/scout-enlistment-achievement","80","136","1.7","","",
"KINGDOM HEARTS III","The Power of Laughter","https://www.trueachievements.com/a267329/the-power-of-laughter-achievement","15","25","1.7","","",
"Halo: The Master Chief Collection","Last Stand","https://www.trueachievements.com/a193324/last-stand-achievement","10","17","1.7","","",
"Forza Horizon 5","Welcome to Sierra Nueva","https://www.trueachievements.com/a387672/welcome-to-sierra-nueva-achievement","25","42","1.7","Rally Adventure","",
"Fortnite","Walk the Plank!","https://www.trueachievements.com/a236836/walk-the-plank-achievement","10","17","1.7","Save the World","",
"Destiny 2","An Exotic Journey","https://www.trueachievements.com/a258531/an-exotic-journey-achievement","20","34","1.7","Forsaken","",
"LEGO Batman 3: Beyond Gotham","Superior Archery Skills","https://www.trueachievements.com/a197160/superior-archery-skills-achievement","10","17","1.7","Arrow Pack","",
"Grand Theft Auto V (Xbox One)","Decorated","https://www.trueachievements.com/a195130/decorated-achievement","50","85","1.7","","",
"Paladins: Champions of the Realm","Master Collector","https://www.trueachievements.com/a227177/master-collector-achievement","25","42","1.7","","",
"Yes, Your Grace","A fine saddle for a hedgehog.","https://www.trueachievements.com/a299218/a-fine-saddle-for-a-hedgehog-achievement","10","17","1.7","","",
"Shantae and the Pirate's Curse","Arachnophobia","https://www.trueachievements.com/a212990/arachnophobia-achievement","15","25","1.7","","",
"LEGO Batman 3: Beyond Gotham","The Omega Powers","https://www.trueachievements.com/a198231/the-omega-powers-achievement","10","17","1.7","Bizarro World Pack","",
"Halo: The Master Chief Collection","Return","https://www.trueachievements.com/a193326/return-achievement","10","17","1.71","","",
"No Man's Sky","Have Spacesuit - Will Travel","https://www.trueachievements.com/a256046/have-spacesuit--will-travel-achievement","64","109","1.71","","",
"Gears 5","Enter Hivebusters","https://www.trueachievements.com/a317911/enter-hivebusters-achievement","5","8","1.71","Hivebusters","",
"Halo: The Master Chief Collection","Pest Control","https://www.trueachievements.com/a193109/pest-control-achievement","5","8","1.71","","",
"Halo Infinite","Running Laps","https://www.trueachievements.com/a346537/running-laps-achievement","25","42","1.71","","",
"Forza Horizon 2","Loyal","https://www.trueachievements.com/a190127/loyal-achievement","25","42","1.71","","True",
"HITMAN World of Assassination","Break the Bank","https://www.trueachievements.com/a318977/break-the-bank-achievement","15","25","1.71","HITMAN 2 Expansion","",
"HITMAN World of Assassination","Silent Assassin","https://www.trueachievements.com/a318931/silent-assassin-achievement","20","34","1.71","","",
"LEGO Dimensions","Chaos Theory","https://www.trueachievements.com/a226297/chaos-theory-achievement","50","85","1.71","Sonic the Hedgehog Level Pack","",
"Just Dance: Disney Party 2","The kingdom's ours","https://www.trueachievements.com/a209291/the-kingdoms-ours-achievement","20","34","1.71","","",
"For Honor","Gear Head","https://www.trueachievements.com/a229481/gear-head-achievement","30","51","1.71","","",
"EA SPORTS Rory McIlroy PGA TOUR","Ace Andrews Special","https://www.trueachievements.com/a202228/ace-andrews-special-achievement","75","128","1.71","","",
"Halo: The Master Chief Collection","Gravemind","https://www.trueachievements.com/a193221/gravemind-achievement","10","17","1.71","","",
"Halo: The Master Chief Collection","Forerunner","https://www.trueachievements.com/a193385/forerunner-achievement","10","17","1.71","","",
"World War Z","Hope","https://www.trueachievements.com/a271381/hope-achievement","20","34","1.71","","",
"Red Dead Redemption 2","Extreme Personality","https://www.trueachievements.com/a262353/extreme-personality-achievement","10","17","1.72","","",
"The Elder Scrolls Online","Chasing Shadows","https://www.trueachievements.com/a201473/chasing-shadows-achievement","5","8","1.72","","",
"VALORANT","I know exactly where you are.","https://www.trueachievements.com/a435804/i-know-exactly-where-you-are-achievement","10","17","1.72","","",
"LEGO Batman 3: Beyond Gotham","Would you like to see my mask?","https://www.trueachievements.com/a195200/would-you-like-to-see-my-mask-achievement","10","17","1.72","The Dark Knight Pack","",
"LEGO Batman 3: Beyond Gotham","Wardens of Belle Reve","https://www.trueachievements.com/a198226/wardens-of-belle-reve-achievement","10","17","1.72","The Squad Pack","",
"Battlefield 1","French War Hero","https://www.trueachievements.com/a231142/french-war-hero-achievement","50","86","1.72","They Shall Not Pass","",
"Assassin's Creed Syndicate","Bare-Knuckle Champion","https://www.trueachievements.com/a207530/bareknuckle-champion-achievement","20","34","1.72","","",
"Halo: The Master Chief Collection","The Soldier We Need You To Be","https://www.trueachievements.com/a288609/the-soldier-we-need-you-to-be-achievement","10","17","1.72","Halo Reach: Campaign","",
"Island Saver","Back In Business","https://www.trueachievements.com/a306213/back-in-business-achievement","50","86","1.72","Fantasy Island","",
"Halo: The Master Chief Collection","The Key","https://www.trueachievements.com/a193325/the-key-achievement","10","17","1.72","","",
"Fallout 4","Vault Dweller","https://www.trueachievements.com/a219061/vault-dweller-achievement","20","34","1.72","Vault-Tec Workshop","",
"MLB The Show 21","No Baseball Is Safe","https://www.trueachievements.com/a326098/no-baseball-is-safe-achievement","70","120","1.72","","",
"Fallout 4","New England Vacationer","https://www.trueachievements.com/a215781/new-england-vacationer-achievement","10","17","1.72","Far Harbor","",
"Fallout 4","The Way Life Should Be","https://www.trueachievements.com/a215776/the-way-life-should-be-achievement","20","34","1.72","Far Harbor","",
"Overwatch 2","Triple Threat","https://www.trueachievements.com/a216101/triple-threat-achievement","15","25","1.72","","",
"LEGO Batman 3: Beyond Gotham","Team Arrow","https://www.trueachievements.com/a197159/team-arrow-achievement","10","17","1.72","Arrow Pack","",
"Forza Horizon 5","Unlimited Rally","https://www.trueachievements.com/a387694/unlimited-rally-achievement","10","17","1.72","Rally Adventure","",
"FIFA 16","A loyal ally is hard to find","https://www.trueachievements.com/a206475/a-loyal-ally-is-hard-to-find-achievement","15","25","1.72","","True",
"Starlit Kart Racing","First boss defeated!","https://www.trueachievements.com/a367972/first-boss-defeated-achievement","145","250","1.73","","",
"Halo Infinite","Resurgency","https://www.trueachievements.com/a346456/resurgency-achievement","20","34","1.73","Campaign","",
"Island Saver","Box Breaker","https://www.trueachievements.com/a306215/box-breaker-achievement","50","86","1.73","Fantasy Island","",
"Island Saver","Fast Travel","https://www.trueachievements.com/a306214/fast-travel-achievement","50","86","1.73","Fantasy Island","",
"Batman: Arkham Knight","Succession Plans","https://www.trueachievements.com/a210116/succession-plans-achievement","30","52","1.73","A Flip of a Coin","",
"DOOM Eternal","Torrential Pain","https://www.trueachievements.com/a312144/torrential-pain-achievement","30","52","1.73","The Ancient Gods - Part One","",
"Halo: The Master Chief Collection","Idle Hands","https://www.trueachievements.com/a193162/idle-hands-achievement","5","8","1.73","","",
"LEGO Marvel Super Heroes 2","Ain't Just Chicken Feed","https://www.trueachievements.com/a251061/aint-just-chicken-feed-achievement","10","17","1.73","Marvel's Ant-Man and the Wasp Level Pack","",
"Destiny 2","Exotique","https://www.trueachievements.com/a258527/exotique-achievement","20","34","1.73","Forsaken","",
"For Honor","Do it for the Honor!","https://www.trueachievements.com/a229465/do-it-for-the-honor-achievement","10","17","1.73","","",
"Jurassic World Evolution","Clever girl","https://www.trueachievements.com/a254011/clever-girl-achievement","15","26","1.73","","",
"Halo: The Master Chief Collection","High Charity","https://www.trueachievements.com/a193223/high-charity-achievement","10","17","1.73","","",
"The Elder Scrolls Online","Welcome to the Thieves Guild","https://www.trueachievements.com/a214115/welcome-to-the-thieves-guild-achievement","20","34","1.73","Thieves Guild","",
"Halo: The Master Chief Collection","Do Tell","https://www.trueachievements.com/a201791/do-tell-achievement","5","8","1.73","Halo 3: ODST","",
"Halo: The Master Chief Collection","Flaming Ninja Anniversary","https://www.trueachievements.com/a194886/flaming-ninja-anniversary-achievement","10","17","1.74","Title Update 1","",
"LEGO Star Wars II: The Original Trilogy","Game 60% complete.","https://www.trueachievements.com/a11979/game-60-complete-achievement","60","104","1.74","","",
"Dead Space 2","Peek a Boo!","https://www.trueachievements.com/a78594/peek-a-boo-achievement","20","34","1.74","","",
"Halo: The Master Chief Collection","The Great Journey","https://www.trueachievements.com/a193224/the-great-journey-achievement","10","17","1.74","","",
"Overwatch 2","Ice Blocked","https://www.trueachievements.com/a216107/ice-blocked-achievement","15","26","1.74","","",
"Just Dance: Disney Party 2","My kingdom for just one kiss","https://www.trueachievements.com/a209277/my-kingdom-for-just-one-kiss-achievement","20","34","1.74","","",
"Monster Hunter: World","Mmm, So Tasty!","https://www.trueachievements.com/a246995/mmm-so-tasty-achievement","5","8","1.74","","",
"PUBG: Battlegrounds","Killing Spree","https://www.trueachievements.com/a259170/killing-spree-achievement","25","43","1.74","","True",
"LEGO Dimensions","More shinies than a niffler","https://www.trueachievements.com/a226296/more-shinies-than-a-niffler-achievement","20","34","1.74","Fantastic Beasts Story Pack","",
"Fallout 4","Close To Home","https://www.trueachievements.com/a215778/close-to-home-achievement","50","87","1.74","Far Harbor","",
"Monster Hunter: World","Into the Deep","https://www.trueachievements.com/a246983/into-the-deep-achievement","15","26","1.74","","",
"FIFA 16","I got this!","https://www.trueachievements.com/a206503/i-got-this-achievement","15","26","1.74","","",
"King's Quest","Opening Knight","https://www.trueachievements.com/a203090/opening-knight-achievement","55","96","1.74","","",
"Gears 5","You've Got a Friend in Me","https://www.trueachievements.com/a282021/youve-got-a-friend-in-me-achievement","5","8","1.74","","",
"NBA 2K21 (Xbox One)","Clutch","https://www.trueachievements.com/a308328/clutch-achievement","30","52","1.74","","True",
"Monster Hunter: World","The Beginning of a New Expedition","https://www.trueachievements.com/a282212/the-beginning-of-a-new-expedition-achievement","5","8","1.74","Iceborne","",
"Halo: The Master Chief Collection","Uprising","https://www.trueachievements.com/a193222/uprising-achievement","10","17","1.74","","",
"King's Quest","Harmonious Husband","https://www.trueachievements.com/a215261/harmonious-husband-achievement","30","52","1.74","Chapter 3: Once Upon A Climb","",
"Fortnite","Two Swirls","https://www.trueachievements.com/a236837/two-swirls-achievement","10","17","1.74","Save the World","",
"Fortnite","Darwin Rewards","https://www.trueachievements.com/a236857/darwin-rewards-achievement","20","35","1.75","Save the World","",
"Shantae and the Pirate's Curse","Pest Control","https://www.trueachievements.com/a213018/pest-control-achievement","5","8","1.75","","",
"Monster Hunter: World","The True Hunt Begins","https://www.trueachievements.com/a282255/the-true-hunt-begins-achievement","15","26","1.75","Iceborne","",
"Hades","Back to Work","https://www.trueachievements.com/a331013/back-to-work-achievement","5","8","1.75","","",
"LEGO Batman 3: Beyond Gotham","Darkseid on the Moon","https://www.trueachievements.com/a198232/darkseid-on-the-moon-achievement","10","17","1.75","Bizarro World Pack","",
"Yes, Your Grace","I will show him!","https://www.trueachievements.com/a299229/i-will-show-him-achievement","30","52","1.75","","",
"No Man's Sky","Who Goes There?","https://www.trueachievements.com/a256035/who-goes-there-achievement","32","56","1.75","","",
"Halo: The Master Chief Collection","Birth of a Spartan","https://www.trueachievements.com/a193184/birth-of-a-spartan-achievement","10","17","1.75","","",
"Insurgency: Sandstorm","First Blood","https://www.trueachievements.com/a295842/first-blood-achievement","15","26","1.75","","",
"King's Quest","Helping Hat","https://www.trueachievements.com/a203101/helping-hat-achievement","75","131","1.75","","",
"EA SPORTS Rory McIlroy PGA TOUR","Golf's Magic Number","https://www.trueachievements.com/a202226/golfs-magic-number-achievement","50","87","1.75","","",
"KINGDOM HEARTS III","An Act of True Love","https://www.trueachievements.com/a267330/an-act-of-true-love-achievement","15","26","1.75","","",
"Fallout 4","Push Back The Fog","https://www.trueachievements.com/a215782/push-back-the-fog-achievement","10","17","1.75","Far Harbor","",
"HITMAN World of Assassination","NEXUS-47","https://www.trueachievements.com/a318957/nexus47-achievement","20","35","1.75","","",
"Assassin's Creed Syndicate","Street Sweeping","https://www.trueachievements.com/a207541/street-sweeping-achievement","30","52","1.75","","",
"Halo: The Master Chief Collection","A Heap of Medals","https://www.trueachievements.com/a193453/a-heap-of-medals-achievement","10","17","1.75","","",
"No Man's Sky","Navigators","https://www.trueachievements.com/a256048/navigators-achievement","16","28","1.75","","",
"Assassin's Creed Syndicate","The new terror of Whitechapel","https://www.trueachievements.com/a210162/the-new-terror-of-whitechapel-achievement","25","43","1.75","Jack The Ripper","",
"Tom Clancy's Rainbow Six Siege X","Globetrotter","https://www.trueachievements.com/a210307/globetrotter-achievement","50","87","1.75","","",
"Forza Horizon 2","Horizon Leader","https://www.trueachievements.com/a190125/horizon-leader-achievement","20","35","1.75","","",
"Island Saver","Easy Glider","https://www.trueachievements.com/a306216/easy-glider-achievement","50","87","1.75","Fantasy Island","",
"Forza Horizon 5","Pros, No Cons","https://www.trueachievements.com/a364969/pros-no-cons-achievement","10","17","1.75","Hot Wheels","",
"For Honor","Warmonger","https://www.trueachievements.com/a229493/warmonger-achievement","30","52","1.75","","",
"Halo: The Master Chief Collection","Urban Warfare Badge","https://www.trueachievements.com/a201868/urban-warfare-badge-achievement","10","17","1.76","Halo 3: ODST","",
"Batman: Arkham Knight","The Cat Came Back","https://www.trueachievements.com/a210115/the-cat-came-back-achievement","30","52","1.76","Catwoman's Revenge","",
"Forza Horizon 2","Ranger Rock Star","https://www.trueachievements.com/a196358/ranger-rock-star-achievement","10","17","1.76","Storm Island","",
"Forza Horizon 2","Bragging Rights","https://www.trueachievements.com/a190161/bragging-rights-achievement","10","17","1.76","","True",
"Call of Duty","BO6 - Bye-Bye, Dark Aether","https://www.trueachievements.com/a453687/bo6--byebye-dark-aether-achievement","30","52","1.76","Call of Duty: Black Ops 6","",
"PUBG: Battlegrounds","Airborne","https://www.trueachievements.com/a259157/airborne-achievement","25","44","1.76","","True",
"Plants vs. Zombies: Battle for Neighborville","Zest of the Best","https://www.trueachievements.com/a282266/zest-of-the-best-achievement","15","26","1.76","","",
"LEGO Batman 3: Beyond Gotham","World's Greatest Detective","https://www.trueachievements.com/a195193/worlds-greatest-detective-achievement","10","17","1.76","Batman 75th Pack","",
"NBA 2K21 (Xbox One)","Life's A Beach","https://www.trueachievements.com/a308324/lifes-a-beach-achievement","15","26","1.76","","True",
"LEGO Dimensions","Insert Stud","https://www.trueachievements.com/a213747/insert-stud-achievement","20","35","1.76","Midway Retro Gamer Level Pack","",
"Call of Duty","MW2 - Nobody was There","https://www.trueachievements.com/a374296/mw2--nobody-was-there-achievement","30","52","1.76","Call of Duty: Modern Warfare II","",
"Halo: The Master Chief Collection","Infinity","https://www.trueachievements.com/a193386/infinity-achievement","10","17","1.76","","",
"LEGO Batman 3: Beyond Gotham","It's simple...","https://www.trueachievements.com/a195201/its-simple-achievement","10","17","1.76","The Dark Knight Pack","",
"Dead Space 2","Shock Therapy","https://www.trueachievements.com/a78598/shock-therapy-achievement","10","17","1.76","","",
"Dead by Daylight","Apt Killer","https://www.trueachievements.com/a235023/apt-killer-achievement","10","17","1.76","","",
"Knockout City","Unstoppable","https://www.trueachievements.com/a328187/unstoppable-achievement","20","35","1.76","","True",
"Brawlhalla","Practice Makes Perfect","https://www.trueachievements.com/a262849/practice-makes-perfect-achievement","15","26","1.76","","",
"KINGDOM HEARTS III","Muscle Memory","https://www.trueachievements.com/a267363/muscle-memory-achievement","10","17","1.76","","",
"For Honor","You Can't Touch This","https://www.trueachievements.com/a229470/you-cant-touch-this-achievement","10","17","1.76","","",
"Call of Duty","MW2 - Only the Beginning","https://www.trueachievements.com/a374301/mw2--only-the-beginning-achievement","40","70","1.76","Call of Duty: Modern Warfare II","",
"Starlit Kart Racing","What a SPLASH!","https://www.trueachievements.com/a367999/what-a-splash-achievement","10","17","1.77","","",
"LEGO Dimensions","For science… you monster","https://www.trueachievements.com/a207796/for-science-you-monster-achievement","20","35","1.77","Portal Level Pack","",
"Island Saver","Pipe Dream","https://www.trueachievements.com/a306217/pipe-dream-achievement","50","88","1.77","Fantasy Island","",
"Dead Space 2","Peng Me Again","https://www.trueachievements.com/a147976/peng-me-again-achievement","20","35","1.77","Severed","",
"King's Quest","Dead End Dancer","https://www.trueachievements.com/a203102/dead-end-dancer-achievement","55","97","1.77","","",
"Gears 5","Sire, Interrupted","https://www.trueachievements.com/a282018/sire-interrupted-achievement","5","8","1.77","","",
"Halo Infinite","Bunker Buster","https://www.trueachievements.com/a346454/bunker-buster-achievement","20","35","1.77","Campaign","",
"HITMAN World of Assassination","Island and Chill","https://www.trueachievements.com/a318982/island-and-chill-achievement","15","26","1.77","HITMAN 2 Expansion","",
"FIFA 16","Trial offer","https://www.trueachievements.com/a206474/trial-offer-achievement","15","26","1.77","","True",
"Batman: Arkham Knight","Ambush","https://www.trueachievements.com/a203328/ambush-achievement","10","17","1.77","A Matter of Family","",
"HITMAN World of Assassination","The Last Tango","https://www.trueachievements.com/a318963/the-last-tango-achievement","20","35","1.77","","",
"Assassin's Creed Syndicate","A well-kept secret","https://www.trueachievements.com/a210157/a-wellkept-secret-achievement","70","124","1.77","Jack The Ripper","",
"Forza Horizon 5","More Missions!","https://www.trueachievements.com/a364974/more-missions-achievement","20","35","1.77","Hot Wheels","",
"Island Saver","Paint Splash","https://www.trueachievements.com/a306218/paint-splash-achievement","50","88","1.77","Fantasy Island","",
"Forza Horizon 5","Rouen","https://www.trueachievements.com/a387673/rouen-achievement","10","17","1.77","Rally Adventure","",
"LEGO Dimensions","Ghost... busted!","https://www.trueachievements.com/a207758/ghost-busted-achievement","25","44","1.77","","",
"Ord.","Operator.","https://www.trueachievements.com/a312382/operator-achievement","16","28","1.78","","",
"Madden NFL 21 (Xbox One)","Role Player","https://www.trueachievements.com/a306801/role-player-achievement","10","17","1.78","","True",
"Grand Theft Auto V (Xbox One)","Can't Touch This","https://www.trueachievements.com/a199122/cant-touch-this-achievement","30","53","1.78","Grand Theft Auto Online Heists","",
"LEGO Marvel Super Heroes 2","Grandmaster Greetings","https://www.trueachievements.com/a244161/grandmaster-greetings-achievement","15","26","1.78","","",
"Plants vs. Zombies: Battle for Neighborville","DE-FENCE! CLAP-CLAP! DE-FENCE!","https://www.trueachievements.com/a282274/defence-clapclap-defence-achievement","15","26","1.78","","",
"Jurassic World Evolution","Must go faster","https://www.trueachievements.com/a254003/must-go-faster-achievement","15","26","1.78","","",
"Deep Rock Galactic","Hit 'em Where It Hurts","https://www.trueachievements.com/a296511/hit-em-where-it-hurts-achievement","10","17","1.78","","",
"Island Saver","Lost Dog","https://www.trueachievements.com/a306220/lost-dog-achievement","50","89","1.78","Fantasy Island","",
"Plants vs. Zombies Garden Warfare 2","It's Not a Door...it's a Portal!","https://www.trueachievements.com/a221712/its-not-a-doorits-a-portal-achievement","10","17","1.78","Trials of Gnomus","",
"MLB The Show 21","Free Ticket To 1st","https://www.trueachievements.com/a326120/free-ticket-to-1st-achievement","20","35","1.78","","",
"Fallout 4","Cleansing The Land","https://www.trueachievements.com/a215777/cleansing-the-land-achievement","20","35","1.79","Far Harbor","",
"Please Fix The Road","That's kinda stupid","https://www.trueachievements.com/a431799/thats-kinda-stupid-achievement","25","44","1.79","","",
"Call of Duty: Black Ops 4","My First Win","https://www.trueachievements.com/a261528/my-first-win-achievement","30","53","1.79","","",
"HITMAN World of Assassination","Nightmare Fuel","https://www.trueachievements.com/a318969/nightmare-fuel-achievement","40","71","1.79","","",
"Halo: The Master Chief Collection","The Humble Beginnings of Wiljax Brantley","https://www.trueachievements.com/a288648/the-humble-beginnings-of-wiljax-brantley-achievement","10","17","1.79","Halo Reach: Campaign","",
"Fallout 4 (Windows)","Community Organizer","https://www.trueachievements.com/a323296/community-organizer-achievement","20","35","1.79","","",
"Island Saver","Deal Maker","https://www.trueachievements.com/a306221/deal-maker-achievement","50","89","1.79","Fantasy Island","",
"Halo: The Master Chief Collection","Training Wheels","https://www.trueachievements.com/a193490/training-wheels-achievement","10","17","1.79","","",
"LEGO Batman 3: Beyond Gotham","Why so serious?","https://www.trueachievements.com/a195198/why-so-serious-achievement","10","17","1.79","The Dark Knight Pack","",
"LEGO Dimensions","Elemental, My Dear","https://www.trueachievements.com/a207786/elemental-my-dear-achievement","25","44","1.79","","",
"Jurassic World Evolution","Spared no expense","https://www.trueachievements.com/a253982/spared-no-expense-achievement","15","26","1.79","","",
"Overwatch 2","Clearing the Area","https://www.trueachievements.com/a216076/clearing-the-area-achievement","15","26","1.79","","",
"Marvel Rivals","Inevitable!","https://www.trueachievements.com/a459240/inevitable-achievement","30","53","1.79","","",
"Call of Duty: Black Ops 4","Zombies 101","https://www.trueachievements.com/a261538/zombies-101-achievement","15","26","1.79","","",
"LEGO Dimensions","Enter Your Initials: ''AAA''","https://www.trueachievements.com/a207759/enter-your-initials-aaa-achievement","25","44","1.79","","",
