"GameName","AchievementName","AchievementPageURL","Gamerscore","TAScore","TARatio","DLCName","UnlockDate",
"Human Fall Flat","Prepared for winter","https://www.trueachievements.com/a578776/prepared-for-winter-achievement","40","430","10.75","Hike & Candyland","2025-07-17T14:24:58.000Z",
"Batman: Arkham Knight","The Cult","https://www.trueachievements.com/a201938/the-cult-achievement","10","15","1.55","","2025-07-17T05:46:57.000Z",
"Minecraft (Android)","Zoologist","https://www.trueachievements.com/a265431/zoologist-achievement","40","144","3.62","Update 1.8.0: Cats & Pandas","2025-07-17T01:45:36.000Z",
"Minecraft (Android)","Plethora of Cats","https://www.trueachievements.com/a272366/plethora-of-cats-achievement","20","89","4.45","Update 1.11.0: Village & Pillage","2025-07-17T01:42:52.000Z",
"Minecraft (Android)","Top of the World","https://www.trueachievements.com/a265432/top-of-the-world-achievement","20","76","3.81","Update 1.8.0: Cats & Pandas","2025-07-17T01:32:28.000Z",
"Minecraft (Android)","I am a Marine Biologist","https://www.trueachievements.com/a252261/i-am-a-marine-biologist-achievement","20","64","3.23","Update 1.4.0: Update Aquatic - Phase One","2025-07-17T01:31:28.000Z",
"Minecraft (Android)","Ahoy!","https://www.trueachievements.com/a252260/ahoy-achievement","20","49","2.49","Update 1.4.0: Update Aquatic - Phase One","2025-07-17T01:28:28.000Z",
"Minecraft (Android)","Do a Barrel Roll!","https://www.trueachievements.com/a254994/do-a-barrel-roll-achievement","30","100","3.34","Update 1.5.0: Update Aquatic - Phase Two","2025-07-17T01:23:28.000Z",
"Minecraft (Android)","Echolocation","https://www.trueachievements.com/a254997/echolocation-achievement","20","72","3.61","Update 1.5.0: Update Aquatic - Phase Two","2025-07-17T01:15:28.000Z",
"Minecraft (Android)","Moskstraumen","https://www.trueachievements.com/a254996/moskstraumen-achievement","50","189","3.79","Update 1.5.0: Update Aquatic - Phase Two","2025-07-17T01:14:28.000Z",
"Minecraft (Android)","One Pickle, Two Pickle, Sea Pickle, Four","https://www.trueachievements.com/a254995/one-pickle-two-pickle-sea-pickle-four-achievement","20","68","3.43","Update 1.5.0: Update Aquatic - Phase Two","2025-07-17T01:13:27.000Z",
"Minecraft (Android)","Feeling Ill","https://www.trueachievements.com/a235136/feeling-ill-achievement","30","86","2.87","Update 1.1.0: Discovery Update","2025-07-17T01:12:44.000Z",
"Minecraft (Android)","Let It Go!","https://www.trueachievements.com/a235135/let-it-go-achievement","20","79","3.95","Update 1.1.0: Discovery Update","2025-07-17T01:11:27.000Z",
"Minecraft (Android)","Great View From Up Here","https://www.trueachievements.com/a227356/great-view-from-up-here-achievement","20","77","3.86","Update 1.0.0: Ender Update","2025-07-17T01:09:27.000Z",
"Minecraft (Android)","The Deep End","https://www.trueachievements.com/a224146/the-deep-end-achievement","30","105","3.52","Update Alpha 0.16.0: Boss Update","2025-07-17T01:08:43.000Z",
"Minecraft (Android)","Beam Me Up","https://www.trueachievements.com/a227354/beam-me-up-achievement","20","66","3.34","Update 1.0.0: Ender Update","2025-07-17T01:08:29.000Z",
"Minecraft (Android)","Map Room","https://www.trueachievements.com/a217158/map-room-achievement","40","153","3.83","","2025-07-17T01:08:29.000Z",
"Minecraft (Android)","Camouflage","https://www.trueachievements.com/a217139/camouflage-achievement","30","102","3.41","","2025-07-17T01:08:26.000Z",
"Minecraft (Android)","Taste of Your Own Medicine","https://www.trueachievements.com/a217172/taste-of-your-own-medicine-achievement","20","74","3.71","","2025-07-17T01:07:27.000Z",
"Minecraft (Android)","Saddle Up","https://www.trueachievements.com/a217180/saddle-up-achievement","20","35","1.79","","2025-07-17T01:07:23.000Z",
"Minecraft (Android)","Super Fuel","https://www.trueachievements.com/a224149/super-fuel-achievement","20","54","2.73","Update Alpha 0.16.0: Boss Update","2025-07-17T01:05:19.000Z",
"Sig.NULL","Insufficient Storage","https://www.trueachievements.com/a351833/insufficient-storage-achievement","200","222","1.11","Title Update 3","2025-07-16T06:51:30.000Z",
"Sig.NULL","Failed Dependency","https://www.trueachievements.com/a351831/failed-dependency-achievement","200","222","1.11","Title Update 3","2025-07-16T06:50:46.000Z",
"Sig.NULL","Bad Gateway","https://www.trueachievements.com/a351832/bad-gateway-achievement","200","222","1.11","Title Update 3","2025-07-16T06:44:15.000Z",
"Sig.NULL","Not Acceptable","https://www.trueachievements.com/a351834/not-acceptable-achievement","200","221","1.1","Title Update 3","2025-07-16T06:41:30.000Z",
"Sig.NULL","Multiple Choices","https://www.trueachievements.com/a351830/multiple-choices-achievement","200","221","1.1","Title Update 3","2025-07-16T06:39:17.000Z",
"Minecraft (Android)","Free Diver","https://www.trueachievements.com/a224142/free-diver-achievement","20","58","2.91","Update Alpha 0.16.0: Boss Update","2025-07-16T00:39:14.000Z",
"Minecraft (Android)","Dry Spell","https://www.trueachievements.com/a224147/dry-spell-achievement","15","52","3.47","Update Alpha 0.16.0: Boss Update","2025-07-16T00:37:16.000Z",
"Minecraft (Android)","Super Sonic","https://www.trueachievements.com/a227357/super-sonic-achievement","30","129","4.3","Update 1.0.0: Ender Update","2025-07-16T00:36:14.000Z",
"Minecraft (Android)","Trampoline","https://www.trueachievements.com/a217174/trampoline-achievement","15","51","3.44","","2025-07-16T00:35:15.000Z",
"Minecraft (Android)","Tie Dye Outfit","https://www.trueachievements.com/a217176/tie-dye-outfit-achievement","15","49","3.28","","2025-07-16T00:34:50.000Z",
"Minecraft (Android)","Zombie Doctor","https://www.trueachievements.com/a217175/zombie-doctor-achievement","40","126","3.15","","2025-07-16T00:34:25.000Z",
"Minecraft (Android)","Iron Man","https://www.trueachievements.com/a217152/iron-man-achievement","15","22","1.52","","2025-07-16T00:34:14.000Z",
"Minecraft (Android)","Body Guard","https://www.trueachievements.com/a217138/body-guard-achievement","20","59","2.95","","2025-07-16T00:34:07.000Z",
"Minecraft (Android)","Chestful of Cobblestone","https://www.trueachievements.com/a217140/chestful-of-cobblestone-achievement","20","54","2.7","","2025-07-16T00:32:14.000Z",
"Minecraft (Android)","Rainbow Collection","https://www.trueachievements.com/a217165/rainbow-collection-achievement","30","100","3.34","","2025-07-16T00:32:14.000Z",
"Minecraft (Android)","Stayin' Frosty","https://www.trueachievements.com/a217171/stayin-frosty-achievement","20","57","2.87","","2025-07-16T00:32:14.000Z",
"Minecraft (Android)","Cheating Death","https://www.trueachievements.com/a235137/cheating-death-achievement","30","87","2.92","Update 1.1.0: Discovery Update","2025-07-16T00:31:54.000Z",
"Minecraft (Android)","Have a Shearful Day","https://www.trueachievements.com/a217147/have-a-shearful-day-achievement","15","29","1.99","","2025-07-16T00:31:28.000Z",
"Minecraft (Android)","Iron Belly","https://www.trueachievements.com/a217151/iron-belly-achievement","20","62","3.13","","2025-07-16T00:30:14.000Z",
"Minecraft (Android)","Archer","https://www.trueachievements.com/a217137/archer-achievement","10","22","2.2","","2025-07-16T00:28:55.000Z",
"Minecraft (Android)","Repopulation","https://www.trueachievements.com/a217167/repopulation-achievement","15","32","2.13","","2025-07-16T00:28:09.000Z",
"Minecraft (Android)","Adventuring Time","https://www.trueachievements.com/a217177/adventuring-time-achievement","40","55","1.38","","2025-07-16T00:27:14.000Z",
"Minecraft (Android)","Librarian","https://www.trueachievements.com/a217155/librarian-achievement","20","45","2.29","","2025-07-16T00:26:15.000Z",
"Minecraft (Android)","Time for Stew","https://www.trueachievements.com/a286744/time-for-stew-achievement","20","85","4.28","Update 1.13.0: Suspicious Stew","2025-07-16T00:21:14.000Z",
"Minecraft (Android)","Whatever Floats Your Goat","https://www.trueachievements.com/a329893/whatever-floats-your-goat-achievement","20","84","4.24","Update 1.17.0: Caves and Cliffs: Part 1","2025-07-16T00:20:14.000Z",
"Minecraft (Android)","Buy Low, Sell High","https://www.trueachievements.com/a272367/buy-low-sell-high-achievement","50","156","3.13","Update 1.11.0: Village & Pillage","2025-07-16T00:19:17.000Z",
"Minecraft (Android)","The Haggler","https://www.trueachievements.com/a230996/the-haggler-achievement","30","77","2.57","Update 1.0.4: Villager Trading","2025-07-16T00:19:17.000Z",
"Minecraft (Android)","Diamonds to you!","https://www.trueachievements.com/a217142/diamonds-to-you-achievement","15","35","2.35","","2025-07-16T00:18:17.000Z",
"Minecraft (Android)","The End... Again...","https://www.trueachievements.com/a227355/the-end-again-achievement","30","118","3.94","Update 1.0.0: Ender Update","2025-07-16T00:13:13.000Z",
"Minecraft (Android)","The End","https://www.trueachievements.com/a227353/the-end-achievement","40","126","3.15","Update 1.0.0: Ender Update","2025-07-16T00:12:55.000Z",
"Minecraft (Android)","The End?","https://www.trueachievements.com/a227352/the-end-achievement","20","56","2.81","Update 1.0.0: Ender Update","2025-07-16T00:12:28.000Z",
"Minecraft (Android)","Into Fire","https://www.trueachievements.com/a217149/into-fire-achievement","20","49","2.49","","2025-07-16T00:12:14.000Z",
"Minecraft (Android)","Local Brewery","https://www.trueachievements.com/a217157/local-brewery-achievement","15","43","2.87","","2025-07-16T00:12:14.000Z",
"Minecraft (Android)","DIAMONDS!","https://www.trueachievements.com/a217143/diamonds-achievement","20","32","1.6","","2025-07-16T00:11:14.000Z",
"Minecraft (Android)","Return to Sender","https://www.trueachievements.com/a217168/return-to-sender-achievement","30","89","2.96","","2025-07-16T00:11:14.000Z",
"Minecraft (Android)","Sniper Duel","https://www.trueachievements.com/a217170/sniper-duel-achievement","30","109","3.65","","2025-07-16T00:11:11.000Z",
"Minecraft (Android)","Dispense With This","https://www.trueachievements.com/a217144/dispense-with-this-achievement","20","58","2.91","","2025-07-16T00:05:14.000Z",
"Minecraft (Android)","Leader of the Pack","https://www.trueachievements.com/a217154/leader-of-the-pack-achievement","20","60","3.01","","2025-07-16T00:03:17.000Z",
"Minecraft (Android)","When Pigs Fly","https://www.trueachievements.com/a217178/when-pigs-fly-achievement","40","138","3.45","","2025-07-15T23:59:14.000Z",
"Minecraft (Android)","Cow Tipper","https://www.trueachievements.com/a217126/cow-tipper-achievement","15","18","1.24","","2025-07-15T23:58:13.000Z",
"Minecraft (Android)","Time to Strike!","https://www.trueachievements.com/a217131/time-to-strike-achievement","10","11","1.17","","2025-07-15T23:58:13.000Z",
"Minecraft (Android)","Delicious Fish","https://www.trueachievements.com/a217141/delicious-fish-achievement","15","28","1.88","","2025-07-15T23:57:14.000Z",
"Minecraft (Android)","Getting an Upgrade","https://www.trueachievements.com/a217132/getting-an-upgrade-achievement","15","17","1.18","","2025-07-15T23:56:13.000Z",
"Minecraft (Android)","The Lie","https://www.trueachievements.com/a217173/the-lie-achievement","30","91","3.04","","2025-07-15T23:55:13.000Z",
"Minecraft (Android)","Alternative Fuel","https://www.trueachievements.com/a252264/alternative-fuel-achievement","20","59","2.99","Update 1.4.0: Update Aquatic - Phase One","2025-07-15T23:54:14.000Z",
"Minecraft (Android)","Bake Bread","https://www.trueachievements.com/a217128/bake-bread-achievement","15","25","1.7","","2025-07-15T23:54:14.000Z",
"Minecraft (Android)","Hot Topic","https://www.trueachievements.com/a217148/hot-topic-achievement","15","18","1.25","","2025-07-15T23:54:14.000Z",
"Minecraft (Android)","Time to Farm!","https://www.trueachievements.com/a217130/time-to-farm-achievement","10","15","1.52","","2025-07-15T23:54:14.000Z",
"Minecraft (Android)","So I Got That Going for Me","https://www.trueachievements.com/a235134/so-i-got-that-going-for-me-achievement","20","78","3.94","Update 1.1.0: Discovery Update","2025-07-15T23:53:12.000Z",
"Minecraft (Android)","Overpowered","https://www.trueachievements.com/a224143/overpowered-achievement","30","87","2.92","Update Alpha 0.16.0: Boss Update","2025-07-15T23:52:13.000Z",
"Minecraft (Android)","The Beaconator","https://www.trueachievements.com/a224148/the-beaconator-achievement","60","209","3.49","Update Alpha 0.16.0: Boss Update","2025-07-15T23:52:13.000Z",
"Minecraft (Android)","Freight Station","https://www.trueachievements.com/a217146/freight-station-achievement","15","52","3.47","","2025-07-15T23:51:33.000Z",
"Minecraft (Android)","Monster Hunter","https://www.trueachievements.com/a217159/monster-hunter-achievement","15","17","1.15","","2025-07-15T23:50:51.000Z",
"Minecraft (Android)","The Beginning.","https://www.trueachievements.com/a224150/the-beginning-achievement","40","136","3.4","Update Alpha 0.16.0: Boss Update","2025-07-15T23:50:39.000Z",
"Minecraft (Android)","Overkill","https://www.trueachievements.com/a217161/overkill-achievement","30","71","2.38","","2025-07-15T23:49:58.000Z",
"Minecraft (Android)","Smelt Everything!","https://www.trueachievements.com/a217169/smelt-everything-achievement","15","38","2.53","","2025-07-15T23:49:58.000Z",
"Minecraft (Android)","The Beginning?","https://www.trueachievements.com/a224145/the-beginning-achievement","20","64","3.22","Update Alpha 0.16.0: Boss Update","2025-07-15T23:49:58.000Z",
"Minecraft (Android)","Lion Hunter","https://www.trueachievements.com/a217156/lion-hunter-achievement","15","50","3.37","","2025-07-15T23:49:19.000Z",
"Minecraft (Android)","Time to Mine!","https://www.trueachievements.com/a217133/time-to-mine-achievement","10","11","1.12","","2025-07-15T23:42:48.000Z",
"Minecraft (Android)","Benchmaking","https://www.trueachievements.com/a217136/benchmaking-achievement","10","11","1.1","","2025-07-15T23:41:05.000Z",
"Minecraft (Android)","Getting Wood","https://www.trueachievements.com/a217135/getting-wood-achievement","10","10","1.04","","2025-07-15T23:41:05.000Z",
"Minecraft (Android)","Taking Inventory","https://www.trueachievements.com/a217134/taking-inventory-achievement","10","10","1.01","","2025-07-15T23:40:47.000Z",
"Minecraft (Android)","Crafters Crafting Crafters","https://www.trueachievements.com/a436116/crafters-crafting-crafters-achievement","10","63","6.33","Update 1.21.0: Tricky Trials","2025-07-15T23:39:48.000Z",
"art of rally","food tour: pasta","https://www.trueachievements.com/a335205/food-tour-pasta-achievement","15","46","3.11","","2025-07-15T19:57:32.000Z",
"Space Warlord Organ Trading Simulator","Long Odds","https://www.trueachievements.com/a347655/long-odds-achievement","50","110","2.21","","2025-07-15T03:03:11.000Z",
"Sudoku Classic X","Clear 200","https://www.trueachievements.com/a437485/clear-200-achievement","100","192","1.92","","2025-07-14T23:18:49.000Z",
"art of rally","mittens","https://www.trueachievements.com/a335172/mittens-achievement","15","49","3.28","","2025-07-14T20:24:25.000Z",
"Conan Exiles","In the Vault","https://www.trueachievements.com/a329415/in-the-vault-achievement","10","21","2.14","Isle of Siptah","2025-07-14T17:40:42.000Z",
"Conan Exiles","The Gem in the Tower","https://www.trueachievements.com/a329421/the-gem-in-the-tower-achievement","30","112","3.74","Isle of Siptah","2025-07-14T17:34:25.000Z",
"Conan Exiles","Beyond the Wall of Sleep","https://www.trueachievements.com/a329417/beyond-the-wall-of-sleep-achievement","10","22","2.27","Isle of Siptah","2025-07-14T17:20:19.000Z",
"Conan Exiles","The Haunter of the Dark","https://www.trueachievements.com/a329418/the-haunter-of-the-dark-achievement","10","23","2.35","Isle of Siptah","2025-07-14T17:18:53.000Z",
"Conan Exiles","The Outsider","https://www.trueachievements.com/a329420/the-outsider-achievement","30","82","2.74","The Outsider & The Silver Key","2025-07-14T17:15:04.000Z",
"Conan Exiles","The Other Gods","https://www.trueachievements.com/a329425/the-other-gods-achievement","100","323","3.23","Isle of Siptah","2025-07-14T17:13:44.000Z",
"Conan Exiles","The Temple","https://www.trueachievements.com/a329416/the-temple-achievement","10","21","2.17","Isle of Siptah","2025-07-14T17:05:14.000Z",
"Dead by Daylight","Adept Tapp","https://www.trueachievements.com/a246738/adept-tapp-achievement","20","46","2.34","The SAW Chapter","2025-07-14T07:29:23.000Z",
"Stumble Guys","Battler","https://www.trueachievements.com/a420779/battler-achievement","50","225","4.5","","2025-07-14T06:04:11.000Z",
"Dead by Daylight","Happy Holidays","https://www.trueachievements.com/a245598/happy-holidays-achievement","10","23","2.39","Winter Solstice","2025-07-13T05:20:32.000Z",
"SMITE","Hard Carry","https://www.trueachievements.com/a202490/hard-carry-achievement","30","81","2.71","","2025-07-12T20:44:04.000Z",
"Dead by Daylight","Adept Jonah","https://www.trueachievements.com/a348491/adept-jonah-achievement","20","112","5.63","Portrait of a Murder","2025-07-12T04:34:55.000Z",
"Dead by Daylight","Agonizing Escape","https://www.trueachievements.com/a235007/agonizing-escape-achievement","10","15","1.57","","2025-07-12T04:34:55.000Z",
"Dead by Daylight","Adept Gabriel","https://www.trueachievements.com/a395704/adept-gabriel-achievement","20","130","6.51","End Transmission","2025-07-12T04:08:55.000Z",
"Dead by Daylight","Second Act","https://www.trueachievements.com/a399442/second-act-achievement","20","49","2.46","Nicolas Cage Title Update","2025-07-12T03:45:21.000Z",
"Dead by Daylight","Adept Jill","https://www.trueachievements.com/a330612/adept-jill-achievement","10","24","2.44","Resident Evil","2025-07-12T03:36:21.000Z",
"Dead by Daylight","Adept Leon","https://www.trueachievements.com/a330611/adept-leon-achievement","10","23","2.35","Resident Evil","2025-07-12T03:21:11.000Z",
"Deep Rock Galactic","Performance Matters","https://www.trueachievements.com/a296542/performance-matters-achievement","15","25","1.69","","2025-07-11T23:22:39.000Z",
"Dead by Daylight","Mad House","https://www.trueachievements.com/a235052/mad-house-achievement","10","25","2.54","","2025-07-11T22:02:06.000Z",
"Dead by Daylight","Adept Doctor","https://www.trueachievements.com/a235053/adept-doctor-achievement","20","97","4.85","","2025-07-11T21:47:53.000Z",
"Dead by Daylight","Totally Vulnerable","https://www.trueachievements.com/a276847/totally-vulnerable-achievement","20","43","2.19","Ghost Face","2025-07-11T21:08:32.000Z",
"Bluey: The Videogame","Slide, Slide, Slide","https://www.trueachievements.com/a413725/slide-slide-slide-achievement","30","58","1.95","","2025-07-11T16:57:34.000Z",
"Bluey: The Videogame","Island Rhythms!","https://www.trueachievements.com/a413734/island-rhythms-achievement","75","121","1.61","","2025-07-11T16:54:36.000Z",
"Bluey: The Videogame","Family matters","https://www.trueachievements.com/a413721/family-matters-achievement","15","21","1.41","","2025-07-11T16:52:37.000Z",
"Bluey: The Videogame","Hattrick","https://www.trueachievements.com/a413726/hattrick-achievement","30","52","1.75","","2025-07-11T16:52:00.000Z",
"Bluey: The Videogame","Don't Let Go","https://www.trueachievements.com/a413733/dont-let-go-achievement","75","136","1.81","","2025-07-11T16:51:00.000Z",
"Bluey: The Videogame","The only way to travel on lava","https://www.trueachievements.com/a413732/the-only-way-to-travel-on-lava-achievement","75","124","1.65","","2025-07-11T16:39:42.000Z",
"Bluey: The Videogame","Fancy ladies!","https://www.trueachievements.com/a413729/fancy-ladies-achievement","90","144","1.6","","2025-07-11T16:27:36.000Z",
"Bluey: The Videogame","Holidays!","https://www.trueachievements.com/a413730/holidays-achievement","100","195","1.95","","2025-07-11T16:15:35.000Z",
"Bluey: The Videogame","All the things!","https://www.trueachievements.com/a413727/all-the-things-achievement","90","162","1.8","","2025-07-11T16:15:35.000Z",
"Bluey: The Videogame","Sticky Situation","https://www.trueachievements.com/a413728/sticky-situation-achievement","90","175","1.95","","2025-07-11T16:12:47.000Z",
"Bluey: The Videogame","Toast is ready","https://www.trueachievements.com/a413724/toast-is-ready-achievement","30","45","1.5","","2025-07-11T15:37:23.000Z",
"Bluey: The Videogame","Bouncy house","https://www.trueachievements.com/a413723/bouncy-house-achievement","30","41","1.39","","2025-07-11T06:33:59.000Z",
"Bluey: The Videogame","Pretty cool leaves","https://www.trueachievements.com/a413722/pretty-cool-leaves-achievement","15","24","1.61","","2025-07-11T06:32:04.000Z",
"Bluey: The Videogame","The Creek is beautiful!","https://www.trueachievements.com/a413720/the-creek-is-beautiful-achievement","30","41","1.37","","2025-07-11T06:20:57.000Z",
"Bluey: The Videogame","Freeze!","https://www.trueachievements.com/a413716/freeze-achievement","15","20","1.33","","2025-07-11T06:02:43.000Z",
"Bluey: The Videogame","Gotcha","https://www.trueachievements.com/a413719/gotcha-achievement","30","38","1.28","","2025-07-11T06:00:00.000Z",
"Bluey: The Videogame","Give me squeaky!","https://www.trueachievements.com/a413715/give-me-squeaky-achievement","15","19","1.26","","2025-07-11T05:51:24.000Z",
"Bluey: The Videogame","Keepie Uppie Expert","https://www.trueachievements.com/a413731/keepie-uppie-expert-achievement","75","107","1.42","","2025-07-11T05:40:59.000Z",
"Bluey: The Videogame","Classic Stripe","https://www.trueachievements.com/a413718/classic-stripe-achievement","30","35","1.17","","2025-07-11T05:37:49.000Z",
"Bluey: The Videogame","Flamingo Queen","https://www.trueachievements.com/a413714/flamingo-queen-achievement","15","17","1.17","","2025-07-11T05:37:24.000Z",
"Bluey: The Videogame","Gone With The Wind","https://www.trueachievements.com/a413717/gone-with-the-wind-achievement","30","31","1.04","","2025-07-11T05:27:08.000Z",
"Bluey: The Videogame","It's like a zoo down here!","https://www.trueachievements.com/a413713/its-like-a-zoo-down-here-achievement","15","15","1","","2025-07-11T05:23:19.000Z",
"Dead by Daylight","I See You","https://www.trueachievements.com/a308880/i-see-you-achievement","40","107","2.68","Descend Beyond","2025-07-11T05:02:35.000Z",
"Dead by Daylight","Outta Nowhere","https://www.trueachievements.com/a418236/outta-nowhere-achievement","40","145","3.62","Chucky Title Update","2025-07-11T04:57:21.000Z",
"Dead by Daylight","Adept Ghost Face","https://www.trueachievements.com/a276848/adept-ghost-face-achievement","20","53","2.66","Ghost Face","2025-07-10T21:03:10.000Z",
"Dead by Daylight","One Thousand Cuts","https://www.trueachievements.com/a324709/one-thousand-cuts-achievement","20","101","5.08","ALL-KILL","2025-07-10T18:32:49.000Z",
"Dead by Daylight","Adept Trickster","https://www.trueachievements.com/a324711/adept-trickster-achievement","20","124","6.22","ALL-KILL","2025-07-10T17:51:16.000Z",
"Dead by Daylight","Adept Yoichi","https://www.trueachievements.com/a355182/adept-yoichi-achievement","20","59","2.98","Sadako Rising","2025-07-10T05:32:47.000Z",
"Dead by Daylight","Engineer","https://www.trueachievements.com/a235054/engineer-achievement","10","18","1.81","","2025-07-10T05:26:46.000Z",
"Dead by Daylight","Serial Killer","https://www.trueachievements.com/a243860/serial-killer-achievement","40","98","2.46","A Nightmare on Elm Street Title Update","2025-07-10T04:37:05.000Z",
"Dead by Daylight","Binding Teeth","https://www.trueachievements.com/a458487/binding-teeth-achievement","40","355","8.87","Doomed Course","2025-07-10T04:33:15.000Z",
"Dead by Daylight","Adept Houndmaster","https://www.trueachievements.com/a458488/adept-houndmaster-achievement","20","198","9.92","Doomed Course","2025-07-10T04:06:40.000Z",
"Dead by Daylight","Prey Upon","https://www.trueachievements.com/a428125/prey-upon-achievement","20","148","7.44","All Things Wicked","2025-07-09T21:30:18.000Z",
"Dead by Daylight","Adept Unknown","https://www.trueachievements.com/a428127/adept-unknown-achievement","20","159","7.95","All Things Wicked","2025-07-09T17:36:14.000Z",
"Dead by Daylight","Adept Ada","https://www.trueachievements.com/a368938/adept-ada-achievement","10","25","2.59","Resident Evil: PROJECT W","2025-07-09T06:10:02.000Z",
"Dead by Daylight","Adept Rebecca","https://www.trueachievements.com/a368939/adept-rebecca-achievement","20","52","2.63","Resident Evil: PROJECT W","2025-07-09T05:42:38.000Z",
"Dead by Daylight","Adept Ripley","https://www.trueachievements.com/a403278/adept-ripley-achievement","20","60","3.03","Alien","2025-07-09T05:19:35.000Z",
"Dead by Daylight","Cutting Out","https://www.trueachievements.com/a271189/cutting-out-achievement","10","19","1.97","Ash vs Evil Dead Title Update","2025-07-09T04:57:53.000Z",
"Dead by Daylight","Close Shave","https://www.trueachievements.com/a324713/close-shave-achievement","10","17","1.78","ALL-KILL","2025-07-09T04:51:40.000Z",
"Dead by Daylight","Adept Sable","https://www.trueachievements.com/a428130/adept-sable-achievement","20","118","5.93","All Things Wicked","2025-07-09T04:46:15.000Z",
"Dead by Daylight","Raccoon City Recruit","https://www.trueachievements.com/a330613/raccoon-city-recruit-achievement","20","44","2.24","Resident Evil Title Update","2025-07-09T04:46:15.000Z",
"Dead by Daylight","Desperate Escape","https://www.trueachievements.com/a439924/desperate-escape-achievement","20","56","2.81","Tomb Raider Title Update","2025-07-09T04:42:38.000Z",
"Dead by Daylight","From the Deep","https://www.trueachievements.com/a361608/from-the-deep-achievement","40","136","3.4","Roots of Dread","2025-07-08T01:46:41.000Z",
"Dead by Daylight","Cruelty Loves Company","https://www.trueachievements.com/a377824/cruelty-loves-company-achievement","20","163","8.19","Forged in Fog","2025-07-08T01:45:58.000Z",
"Dead by Daylight","Blood in your mouth","https://www.trueachievements.com/a235001/blood-in-your-mouth-achievement","40","109","2.73","","2025-07-08T01:36:50.000Z",
"Dead by Daylight","A bite for the Entity","https://www.trueachievements.com/a234997/a-bite-for-the-entity-achievement","10","21","2.19","","2025-07-08T01:36:31.000Z",
"Dead by Daylight","III-50","https://www.trueachievements.com/a235038/iii50-achievement","50","102","2.04","","2025-07-08T01:12:20.000Z",
"Minecraft (iOS)","Stay Hydrated!","https://www.trueachievements.com/a562341/stay-hydrated-achievement","10","80","8.04","Update 1.21.90: Chase the Skies","2025-07-08T00:56:36.000Z",
"Dead by Daylight","Tools of the Trade","https://www.trueachievements.com/a283433/tools-of-the-trade-achievement","20","141","7.06","Stranger Things","2025-07-07T23:30:19.000Z",
"Dead by Daylight","Adept Knight","https://www.trueachievements.com/a377826/adept-knight-achievement","20","137","6.88","Forged in Fog","2025-07-07T23:09:49.000Z",
"Dead by Daylight","Prowler","https://www.trueachievements.com/a348487/prowler-achievement","40","115","2.87","Portrait of a Murder","2025-07-07T22:50:58.000Z",
"Dead by Daylight","Bound and Downed","https://www.trueachievements.com/a295129/bound-and-downed-achievement","20","86","4.3","Chains of Hate","2025-07-07T22:16:56.000Z",
"Dead by Daylight","High Speed Pursuit","https://www.trueachievements.com/a368934/high-speed-pursuit-achievement","40","116","2.91","Resident Evil: PROJECT W Title Update","2025-07-07T20:08:48.000Z",
"Dead by Daylight","Adept Deathslinger","https://www.trueachievements.com/a295131/adept-deathslinger-achievement","20","120","6.01","Chains of Hate","2025-07-07T19:49:03.000Z",
"Dead by Daylight","Cleansed in Agony","https://www.trueachievements.com/a301527/cleansed-in-agony-achievement","20","52","2.61","Silent Hill","2025-07-07T16:24:18.000Z",
"Dead by Daylight","Game Over","https://www.trueachievements.com/a246734/game-over-achievement","40","94","2.35","The SAW Chapter Title Update","2025-07-07T16:07:21.000Z",
"SMITE","Adept of Mastery","https://www.trueachievements.com/a202485/adept-of-mastery-achievement","40","111","2.79","","2025-07-07T07:10:40.000Z",
"Minecraft (Kindle Fire)","Master Trader","https://www.trueachievements.com/a274367/master-trader-achievement","30","96","3.22","Update 1.11.1: Village & Pillage","2025-07-07T06:52:41.000Z",
"Minecraft","Stay Hydrated!","https://www.trueachievements.com/a562344/stay-hydrated-achievement","10","44","4.42","Update 1.21.90: Chase the Skies","2025-07-07T06:45:44.000Z",
"Dead by Daylight","Adept Cage","https://www.trueachievements.com/a399444/adept-cage-achievement","20","48","2.43","Nicolas Cage","2025-07-07T06:16:17.000Z",
"Dead by Daylight","All Aboard","https://www.trueachievements.com/a235048/all-aboard-achievement","10","19","1.99","","2025-07-07T06:16:17.000Z",
"Dead by Daylight","Vulture","https://www.trueachievements.com/a235026/vulture-achievement","10","17","1.79","","2025-07-07T06:16:17.000Z",
"Dead by Daylight","Adept Alan","https://www.trueachievements.com/a423630/adept-alan-achievement","20","52","2.62","Alan Wake","2025-07-07T05:34:59.000Z",
"Minecraft (Kindle Fire)","On A Rail","https://www.trueachievements.com/a217532/on-a-rail-achievement","40","107","2.68","","2025-07-07T05:27:36.000Z",
"Minecraft (Kindle Fire)","Overpowered","https://www.trueachievements.com/a224134/overpowered-achievement","30","78","2.62","Update Alpha 0.16.0: Boss Update","2025-07-07T05:02:36.000Z",
"Minecraft (Kindle Fire)","Oooh, shiny!","https://www.trueachievements.com/a301966/oooh-shiny-achievement","30","91","3.04","Update 1.16.0: Nether Update","2025-07-07T05:00:35.000Z",
"Dead by Daylight","Hero of Wallachia","https://www.trueachievements.com/a444758/hero-of-wallachia-achievement","10","29","2.97","Castlevania Title Update","2025-07-07T04:54:20.000Z",
